tract,AgeDependencyRatio,Population,Median_Age,PctMale,PctFemale,PctBlack,PctAmIndian_AlaskaNat,PctAsian,PctNatHaw_PacIsland,PctOther,PctMixed,PctHispanicLatino,PctWhiteNonHisp,PctMinority,Age5andUp,LimitedEngProf5andUP,Age25andUp,LessThanHS,HSOnly,SomeCollege,Bachelors,Grad_Professional,TotalPop16Over,Unemployment,PovertyN,PercPoverty,Total,NativeN,PctNative,ForeignBornN,PctForeignBorn,TotalHHN,FemaleHHN,FemaleHHPct,MedianIncomeHH,TotalHH,OwnerOccN,OwnerOccAfter2015,OwnerOcc2010_2014,OwnerOcc_2009,OwnerOcc2000_2009,OwnerOcc1990_1999,OwnerOcc1980_1989,OwnerOcc1970_1979,RenterOccN,RenterOcc2015,RenterOcc2010_2014,RenterOcc2009,RenterOcc2000_2009,RenterOcc1990_1999,RenterOcc1980_1989,RenterOcc1979,AllOcc2009N,AllOcc2009Pct,TotalPop5Over,PctEnglishVeryWell,PctEnglishLessWell,PctEnglishLessWell_Spanish,UnitsTotal,OccUnitsN,PctOccHousing,VacantUnitsN,PctVacHousing,HHNOcc,OwnOccNOcc,OwnerOcc1_01_1_5,OwnerOcc1_51_2_0,OwnerOcc2_01_more_or_mor,OwnerOcc01_01_more,RentOccNOcc,RenterOc1_01_1_5,RenterOc1_51_2_0,RenterOc2_01_more_oor_mo,RenterOcc1_01_more,AnyOcc1_01_moreN,AnyOcc1_01_morePct,PovPopMeasured,BelowPovN,PctBelowPoverty,Below50PovN,PctBelow50Pct,Below125PovN,PctBelow125Pov,Below150PovN,PctBelow150Pov,Below185PovN,PctBelow185Pov,Below200PovN,PctBelow200Pov,TotalHHAssist,PublicAssistanceN,PublicAssistancePct,NoPublicAssistanceN
151001,42.9,2371,39,50.3,49.7,5,1.4,4.5,0,23.5,1.7,53.9,36.3,63.7,2307,35.5,1730,28.1,29,23.7,13.9,5.4,2002,9.5,313,0.156343656,2371,1454,0.613243357,917,0.386756643,853,175,0.205158265,42375,853,391,0,37,354,96,124,70,64,462,15,188,259,244,11,0,4,613,0.718640094,2307,64.5,35.5,45.5,1015,853,0.840394089,162,0.159605911,853,391,10,0,0,10,462,0,4,0,4,14,0.016412661,2371,689,29.1,179,0.075495571,791,0.333614509,873,0.368199072,1065,0.449177562,1157,0.487979755,853,171,0.200468933,682
151002,48.6,4158,33,51.5,48.5,0.4,0.2,4.4,1.2,31.1,3.8,60.7,32.7,67.3,3749,28.6,2797,22.4,31,27.7,12.7,6.2,3229,13.2,312,0.096624342,4158,2723,0.654882155,1435,0.345117845,1452,201,0.138429752,42339,1452,650,0,87,563,171,241,66,85,802,39,261,502,416,50,36,0,1065,0.733471074,3749,71.4,28.6,39.7,1646,1452,0.882138518,194,0.117861482,1452,650,8,0,0,8,802,0,9,0,9,17,0.011707989,4158,489,11.8,126,0.03030303,774,0.186147186,905,0.217652718,1268,0.304954305,1418,0.341029341,1452,190,0.130853994,1262
151100,50.5,5419,37.6,46.7,53.3,0.2,0.1,5.1,0.7,28,2.8,53.7,40.7,59.3,5119,36.2,3801,28.5,32.2,23.9,9.8,5.6,4453,9.1,531,0.119245453,5419,2969,0.547887064,2450,0.452112936,1717,305,0.177635411,49750,1717,782,0,176,606,262,138,114,92,935,29,351,555,371,141,27,16,1161,0.676179383,5119,63.8,36.2,39.8,1907,1717,0.900367069,190,0.099632931,1717,782,37,0,0,37,935,15,9,29,53,90,0.052417006,5410,857,15.8,450,0.083179298,1090,0.201478743,1710,0.316081331,1972,0.364510166,2107,0.389463956,1717,283,0.164822365,1434
151200,48.7,3541,40.2,46.9,53.1,0.2,0,2.6,0,13.8,3.3,37.4,57.9,42.1,3369,41.6,2697,21.2,38.9,21.8,10.6,7.4,2973,6.4,175,0.058863101,3541,1766,0.498729173,1775,0.501270827,1232,96,0.077922078,55313,1232,903,0,159,744,237,296,66,145,329,0,127,202,176,26,0,0,946,0.767857143,3369,58.4,41.6,42.8,1349,1232,0.913269088,117,0.086730912,1232,903,7,21,0,28,329,0,0,0,0,28,0.022727273,3541,338,9.5,63,0.017791584,456,0.128777182,729,0.205874047,843,0.238068342,954,0.269415419,1232,138,0.112012987,1094
160100,39,2690,37.5,52.9,47.1,0.5,1.6,20.5,0,2.2,7.1,25.8,45.1,54.9,2519,24,2019,14.7,30.6,23.9,20.8,10,2233,11.7,171,0.076578594,2690,1790,0.665427509,900,0.334572491,936,111,0.118589744,53056,936,469,0,80,389,129,108,47,105,467,27,232,208,162,27,3,16,597,0.637820513,2519,76,24,38.9,1044,936,0.896551724,108,0.103448276,936,469,13,0,0,13,467,41,0,0,41,54,0.057692308,2683,195,7.3,145,0.054043981,538,0.200521804,667,0.248602311,988,0.368244502,1039,0.387253075,936,114,0.121794872,822
160200,50.3,3295,38.9,54.5,45.5,2.7,1.5,6.8,0,7.3,1.7,24.1,63.7,36.3,3098,10.7,2411,8.1,14.5,25.2,32.3,19.9,2725,4.8,81,0.029724771,3295,2734,0.829742033,561,0.170257967,1298,126,0.097072419,58750,1298,797,7,99,691,315,152,85,139,501,0,213,288,249,25,14,0,979,0.754237288,3098,89.3,10.7,31.2,1383,1298,0.938539407,85,0.061460593,1298,797,0,0,0,0,501,14,0,0,14,14,0.010785824,3260,90,2.8,36,0.011042945,365,0.11196319,622,0.190797546,736,0.225766871,745,0.228527607,1298,66,0.050847458,1232
160300,34.1,3815,35.3,45.9,54.1,8.4,0.2,10,0,7.2,2.8,24.1,55.8,44.2,3468,29.3,3003,12.5,24,25.4,27,11,3267,7.3,617,0.18885828,3815,2250,0.589777195,1565,0.410222805,1876,158,0.084221748,45769,1876,594,0,177,417,221,117,30,49,1282,33,750,499,391,58,41,9,916,0.488272921,3468,70.7,29.3,45.8,2002,1876,0.937062937,126,0.062937063,1876,594,38,0,0,38,1282,13,174,32,219,257,0.136993603,3705,782,21.1,481,0.129824561,903,0.243724696,1235,0.333333333,1484,0.400539811,1559,0.420782726,1876,227,0.121002132,1649
160400,42.6,5111,33.6,53.1,46.9,4.1,0,2.4,0,19,3.1,47.1,44,56,4705,26.9,3571,28.2,18.9,24.3,18.9,9.7,4098,10.3,800,0.195217179,5111,3458,0.676579926,1653,0.323420074,1882,229,0.121679065,43091,1882,745,0,103,642,226,155,120,141,1137,18,632,487,416,54,9,8,1129,0.59989373,4705,73.1,26.9,54.9,2072,1882,0.908301158,190,0.091698842,1882,745,11,0,0,11,1137,85,26,0,111,122,0.064824655,5095,1387,27.2,656,0.12875368,1649,0.323650638,1986,0.389793916,2367,0.464573111,2450,0.480863592,1882,352,0.187035069,1530
160501,59.3,4683,30.6,50,50,2.3,0,9.6,0,16.4,1.7,69.7,17.3,82.7,4294,41.4,3051,35.1,20.6,17.2,20.1,7.1,3446,3,272,0.078932095,4683,2377,0.507580611,2306,0.492419389,1319,176,0.13343442,47545,1319,547,0,75,472,206,132,64,70,772,24,305,443,321,122,0,0,915,0.693707354,4294,58.6,41.4,57.6,1478,1319,0.892422192,159,0.107577808,1319,547,50,0,0,50,772,56,8,0,64,114,0.086429113,4662,676,14.5,298,0.063921064,1153,0.247318747,1468,0.314886315,2306,0.494637495,2378,0.51008151,1319,208,0.157695224,1111
160502,40.4,4239,30.4,55,45,1.5,0,8.2,0,14.5,1.6,68.2,22.5,77.5,3895,23.2,2516,24.4,24.3,23.7,20,7.6,3286,6.7,312,0.094948265,4239,2617,0.617362586,1622,0.382637414,1310,200,0.152671756,52941,1310,568,0,130,438,210,117,73,38,742,12,297,433,307,100,7,19,871,0.664885496,3895,76.8,23.2,31.6,1428,1310,0.917366947,118,0.082633053,1310,568,0,0,0,0,742,39,21,0,60,60,0.045801527,4239,553,13,282,0.066525124,798,0.188251946,1225,0.288983251,1585,0.373908941,1592,0.375560274,1310,196,0.149618321,1114
160601,39.5,4383,31.4,49.7,50.3,0.1,0,6.6,0,12.8,2.1,60.9,30.5,69.5,3914,34.5,2850,29.5,13.2,22.4,22.9,12,3427,4.7,402,0.117303764,4383,2597,0.592516541,1786,0.407483459,1385,153,0.110469314,57228,1385,559,0,108,451,197,74,99,81,826,0,363,463,333,105,7,18,914,0.659927798,3914,65.5,34.5,58.8,1479,1385,0.936443543,94,0.063556457,1385,559,0,0,0,0,826,155,0,0,155,155,0.111913357,4383,540,12.3,309,0.070499658,999,0.227926078,1341,0.305954825,1412,0.322153776,1576,0.35957107,1385,190,0.137184116,1195
160602,36,3970,33.8,46.6,53.4,2.1,0,9.1,0.7,7.8,6.3,45,39.7,60.3,3811,19.6,2802,17.8,24.7,23.7,25.6,8.2,3183,5.3,336,0.105560792,3970,2854,0.718891688,1116,0.281108312,1521,156,0.102564103,53480,1521,529,7,184,338,165,36,54,83,992,27,460,505,399,67,19,20,843,0.554240631,3811,80.4,19.6,41.5,1640,1521,0.927439024,119,0.072560976,1521,529,0,0,0,0,992,20,0,0,20,20,0.013149244,3956,433,10.9,211,0.053336704,926,0.234074823,1065,0.269211325,1435,0.362740142,1803,0.455763397,1521,168,0.110453649,1353
160700,52.6,6182,37.4,47.5,52.5,6.1,0.1,10.4,0,9.3,3.3,34.7,47.8,52.2,5745,22.1,4534,18.5,21,20.4,29.4,10.7,4936,8.8,564,0.114262561,6182,4338,0.701714655,1844,0.298285345,2053,353,0.171943497,62535,2053,1014,15,100,899,367,177,114,241,1039,18,458,563,546,17,0,0,1462,0.712128592,5745,77.9,22.1,51.3,2445,2053,0.839672802,392,0.160327198,2053,1014,0,0,0,0,1039,54,0,0,54,54,0.026302971,6000,810,13.5,281,0.046833333,1567,0.261166667,1779,0.2965,2019,0.3365,2078,0.346333333,2053,398,0.19386264,1655
160800,41.7,5410,33.1,52.8,47.2,0.3,0,11.1,0,9.4,3.3,54.9,31.6,68.4,4996,26.8,3712,19.2,20.2,26,28.4,6.2,4268,6.2,208,0.04873477,5410,3511,0.648983364,1899,0.351016636,1894,228,0.120380148,56337,1894,841,0,118,723,390,195,86,52,1053,0,640,413,287,103,23,0,1136,0.599788807,4996,73.2,26.8,50.6,2067,1894,0.916303822,173,0.083696178,1894,841,70,7,0,77,1053,51,55,0,106,183,0.096620908,5410,423,7.8,87,0.016081331,724,0.133826248,1013,0.187245841,1295,0.239371534,1468,0.271349353,1894,143,0.075501584,1751
160900,38.8,2384,40.4,46.5,53.5,1,0,14.6,0,1.1,0.7,24.1,59.6,40.4,2268,13.4,1677,4.9,15.5,32.3,28.7,18.6,1982,7.7,134,0.067608476,2384,1800,0.755033557,584,0.244966443,1017,128,0.125860374,61375,1017,615,0,55,560,270,96,101,93,402,30,230,142,108,25,9,0,702,0.690265487,2268,86.6,13.4,33.1,1042,1017,0.976007678,25,0.023992322,1017,615,0,0,0,0,402,0,0,0,0,0,0,2383,146,6.1,55,0.023080151,284,0.119177507,330,0.138480906,498,0.208980277,506,0.21233739,1017,56,0.055063913,961
161000,46.2,1722,35.7,49.4,50.6,0.8,0.1,2.4,0,11.1,0.9,36.5,60.2,39.8,1615,7.1,1188,6.7,21.9,26.3,25.6,19.5,1384,6.3,129,0.093208092,1722,1508,0.8757259,214,0.1242741,771,100,0.129701686,52109,771,327,0,35,292,105,61,53,73,444,0,211,233,202,14,11,6,525,0.680933852,1615,92.9,7.1,9.5,900,771,0.856666667,129,0.143333333,771,327,0,0,0,0,444,6,0,0,6,6,0.007782101,1717,206,12,89,0.051834595,236,0.137449039,289,0.168316832,495,0.288293535,588,0.342457775,771,61,0.079118029,710
161100,50.5,1919,39,48.4,51.6,2.2,0,7.1,0,0.8,6.4,21.6,64.1,35.9,1725,6.4,1366,5.6,17.1,17.9,37.5,22,1462,2.7,53,0.03625171,1919,1667,0.868681605,252,0.131318395,747,83,0.111111111,84509,747,532,0,70,462,204,95,58,105,215,0,105,110,80,24,6,0,572,0.765729585,1725,93.6,6.4,35.7,820,747,0.91097561,73,0.08902439,747,532,0,0,0,0,215,0,0,0,0,0,0,1919,84,4.4,20,0.010422095,112,0.058363731,163,0.084940073,211,0.109953101,211,0.109953101,747,62,0.082998661,685
161200,45.2,2812,34.2,53,47,0.6,0,6.3,0,10,7,60.4,26,74,2591,35.7,1850,26.2,28.6,16.5,19.5,9.2,2249,6,198,0.088039129,2812,1788,0.635846373,1024,0.364153627,895,108,0.120670391,56901,895,537,12,77,448,222,107,49,70,358,0,239,119,66,48,0,5,567,0.633519553,2591,64.3,35.7,56.9,1039,895,0.861405197,144,0.138594803,895,537,26,0,0,26,358,0,0,0,0,26,0.029050279,2812,289,10.3,120,0.042674253,425,0.15113798,630,0.224039829,929,0.330369844,1069,0.380156472,895,140,0.156424581,755
161300,46.1,3905,36.1,47.6,52.4,2.7,0,0.5,0,4.9,2.3,64.1,30.8,69.2,3567,32.8,2642,22.1,38.5,18.9,13.2,7.2,3126,9,327,0.104606526,3905,2446,0.62637644,1459,0.37362356,1396,155,0.111031519,38995,1396,453,0,47,406,166,88,60,92,943,8,463,472,343,117,6,6,878,0.628939828,3567,67.2,32.8,47.5,1638,1396,0.852258852,242,0.147741148,1396,453,9,0,0,9,943,10,11,18,39,48,0.034383954,3855,569,14.8,353,0.09156939,960,0.249027237,1435,0.372243839,1783,0.462516213,1863,0.483268482,1396,165,0.118194842,1231
170100,75.8,1865,59.2,43.5,56.5,5.3,0,3.3,0,2.1,0,11.1,80.4,19.6,1781,28.2,1657,16.7,23.5,30.8,21.7,7.4,1728,1.3,82,0.047453704,1865,1167,0.625737265,698,0.374262735,973,90,0.092497431,38359,973,747,22,127,598,322,253,23,0,226,0,79,147,114,25,8,0,745,0.765673176,1781,71.8,28.2,43.3,1111,973,0.875787579,138,0.124212421,973,747,2,0,0,2,226,0,0,0,0,2,0.002055498,1738,221,12.7,89,0.051208285,275,0.158227848,371,0.213463751,447,0.257192175,541,0.31127733,973,97,0.099691675,876
170200,53.7,4166,39.8,54.7,45.3,0,0.4,3.2,0,15.6,0.8,41,54.7,45.3,3874,25.3,2953,23.4,27.8,23,15.8,10,3341,5.3,182,0.054474708,4166,2908,0.698031685,1258,0.301968315,1238,97,0.078352181,69911,1238,943,0,99,844,390,265,99,90,295,25,193,77,46,26,0,5,921,0.743941842,3874,74.7,25.3,48.1,1328,1238,0.932228916,90,0.067771084,1238,943,0,0,0,0,295,0,0,0,0,0,0,4166,435,10.4,110,0.026404225,584,0.140182429,658,0.157945271,887,0.212914066,1075,0.258041287,1238,187,0.151050081,1051
170300,60.2,4931,39.8,49.5,50.5,0.1,0.2,5,0,12.9,1.9,30.5,63.2,36.8,4589,22.5,3451,10,34.2,25.8,18.5,11.4,3904,5.7,344,0.088114754,4931,3270,0.663151491,1661,0.336848509,1747,227,0.129937035,53125,1747,1121,0,125,996,304,353,147,192,626,0,310,316,231,54,31,0,1312,0.751001717,4589,77.5,22.5,21.5,1936,1747,0.902376033,189,0.097623967,1747,1121,9,0,0,9,626,39,7,0,46,55,0.031482541,4926,844,17.1,132,0.02679659,923,0.187373122,1287,0.261266748,1591,0.322980106,1665,0.338002436,1747,133,0.076130509,1614
170400,55.9,3603,43.6,48.8,51.2,1.4,0,2.3,0,0.6,0.8,9.6,86,14,3403,23.6,2693,13.2,39.5,27.1,15.9,4.2,3023,9,323,0.106847502,3603,2277,0.631973356,1326,0.368026644,1425,165,0.115789474,52401,1425,1096,7,67,1022,418,242,150,212,329,0,176,153,105,37,0,11,1175,0.824561404,3403,76.4,23.6,36,1554,1425,0.916988417,129,0.083011583,1425,1096,23,0,0,23,329,0,16,0,16,39,0.027368421,3603,608,16.9,284,0.078823203,713,0.197890647,888,0.246461282,1216,0.337496531,1331,0.369414377,1425,63,0.044210526,1362
170500,53.2,5245,40,47.9,52.1,3.4,0,3.5,0,2.6,1.9,19.5,72.5,27.5,4837,15.7,3751,7.1,31.3,38.4,16,7.1,4269,6.8,245,0.05739049,5245,3817,0.727740705,1428,0.272259295,1966,262,0.133265514,73500,1966,1376,0,187,1189,507,332,145,205,590,0,268,322,283,31,0,8,1511,0.768565615,4837,84.3,15.7,26.8,2057,1966,0.955760817,91,0.044239183,1966,1376,0,0,0,0,590,13,0,0,13,13,0.006612411,5245,425,8.1,211,0.040228789,469,0.089418494,613,0.116873213,738,0.140705434,987,0.188179218,1966,56,0.028484232,1910
170600,58.3,2818,41.2,47.8,52.2,5.3,0.3,5.6,0,6.5,3.1,21.2,66.8,33.2,2596,19.8,1976,12.9,29.4,35.8,16.2,5.6,2271,8.3,103,0.045354469,2818,1951,0.692334989,867,0.307665011,973,152,0.156217883,59712,973,743,0,42,701,242,226,129,104,230,0,76,154,121,28,5,0,855,0.878725591,2596,80.2,19.8,26.6,985,973,0.987817259,12,0.012182741,973,743,0,0,0,0,230,22,0,0,22,22,0.022610483,2818,227,8.1,183,0.064939674,382,0.135557133,499,0.17707594,749,0.265791341,808,0.286728176,973,115,0.118191161,858
170700,64.7,2892,42.3,48.1,51.9,0.3,0,9.5,0,4.4,2.3,22.9,69.3,30.7,2722,23.5,2008,12.7,35.7,29.5,13.6,8.5,2282,12,220,0.096406661,2892,1832,0.633471646,1060,0.366528354,1067,128,0.119962512,57232,1067,845,0,95,750,247,206,155,142,222,0,146,76,76,0,0,0,826,0.774133083,2722,76.5,23.5,19.3,1189,1067,0.897392767,122,0.102607233,1067,845,38,0,0,38,222,0,0,20,20,58,0.054358013,2892,437,15.1,86,0.029737206,458,0.158367911,616,0.213001383,725,0.250691563,753,0.260373444,1067,40,0.037488285,1027
