tract,AgeDependencyRatio,Population,Median_Age,PctMale,PctFemale,PctBlack,PctAmIndian_AlaskaNat,PctAsian,PctNatHaw_PacIsland,PctOther,PctMixed,PctHispanicLatino,PctWhiteNonHisp,PctMinority,Age5andUp,LimitedEngProf5andUP,Age25andUp,LessThanHS,HSOnly,SomeCollege,Bachelors,Grad_Professional,TotalPop16Over,Unemployment,PovertyN,PercPoverty,Total,NativeN,PctNative,ForeignBornN,PctForeignBorn,TotalHHN,FemaleHHN,FemaleHHPct,MedianIncomeHH,TotalHH,OwnerOccN,OwnerOccAfter2015,OwnerOcc2010_2014,OwnerOcc_2009,OwnerOcc2000_2009,OwnerOcc1990_1999,OwnerOcc1980_1989,OwnerOcc1970_1979,RenterOccN,RenterOcc2015,RenterOcc2010_2014,RenterOcc2009,RenterOcc2000_2009,RenterOcc1990_1999,RenterOcc1980_1989,RenterOcc1979,AllOcc2009N,AllOcc2009Pct,TotalPop5Over,PctEnglishVeryWell,PctEnglishLessWell,PctEnglishLessWell_Spanish,UnitsTotal,OccUnitsN,PctOccHousing,VacantUnitsN,PctVacHousing,HHNOcc,OwnOccNOcc,OwnerOcc1_01_1_5,OwnerOcc1_51_2_0,OwnerOcc2_01_more_or_mor,OwnerOcc01_01_more,RentOccNOcc,RenterOc1_01_1_5,RenterOc1_51_2_0,RenterOc2_01_more_oor_mo,RenterOcc1_01_more,AnyOcc1_01_moreN,AnyOcc1_01_morePct,PovPopMeasured,BelowPovN,PctBelowPoverty,Below50PovN,PctBelow50Pct,Below125PovN,PctBelow125Pov,Below150PovN,PctBelow150Pov,Below185PovN,PctBelow185Pov,Below200PovN,PctBelow200Pov,TotalHHAssist,PublicAssistanceN,PublicAssistancePct,NoPublicAssistanceN
431400,52.5,6146,45.9,40.4,59.6,89.9,0.1,0.3,0,0.6,1.8,2.9,5.4,94.6,5892,1.5,4733,13.8,30.8,41.6,8.6,5,5278,21.2,1451,0.27491474,6146,6045,0.983566547,101,0.016433453,3241,532,0.164146868,21360,3241,572,0,57,515,107,262,37,109,2669,167,1332,1170,746,214,101,109,1685,0.519901265,5892,98.5,1.5,27.5,4045,3241,0.801236094,804,0.198763906,3241,572,0,0,0,0,2669,69,74,0,143,143,0.044122185,5674,2211,39,1030,0.181529785,2528,0.445541065,2805,0.49436024,3105,0.547232993,3295,0.580719069,3241,1096,0.338167232,2145
440101,55.7,3952,33.8,43,57,94.1,0,1.7,0,0.2,2.4,3.2,1.6,98.4,3641,0.5,2502,20.3,40.3,32.9,5.4,1.2,3012,25.6,886,0.294156707,3952,3941,0.997216599,11,0.002783401,1673,483,0.288702929,26018,1673,208,0,13,195,96,34,42,23,1465,18,765,682,555,49,58,20,877,0.52420801,3641,99.5,0.5,26.9,2435,1673,0.687063655,762,0.312936345,1673,208,0,0,0,0,1465,72,29,20,121,121,0.072325164,3952,1517,38.4,926,0.234311741,1874,0.474190283,2257,0.571103239,2463,0.623228745,2635,0.666751012,1673,803,0.479976091,870
440102,44.5,3019,35.1,49.4,50.6,97.8,0,0,0.7,0,0.5,0.5,0.9,99.1,2817,0.9,1958,16.1,35,36.4,7.9,4.6,2376,26,764,0.321548822,3019,2976,0.985756873,43,0.014243127,1541,446,0.289422453,21618,1541,154,0,9,145,5,20,14,106,1387,16,828,543,442,60,0,41,688,0.446463335,2817,99.1,0.9,0,2013,1541,0.765524093,472,0.234475907,1541,154,0,0,0,0,1387,9,20,0,29,29,0.018818949,3019,1218,40.3,208,0.068896986,1412,0.467704538,1518,0.502815502,1896,0.628022524,1913,0.633653528,1541,794,0.515249838,747
440201,71.4,5278,36.4,41.5,58.5,97,0,0,0,0.4,0.6,1.3,1.7,98.3,4781,2.1,3280,12.7,28.8,41.5,8.5,8.5,3946,19.3,836,0.211860112,5278,5250,0.99469496,28,0.00530504,2347,706,0.300809544,36394,2347,335,0,28,307,112,44,68,83,2012,0,937,1075,679,199,141,56,1382,0.588836813,4781,97.9,2.1,100,2946,2347,0.796673456,599,0.203326544,2347,335,0,0,0,0,2012,74,0,0,74,74,0.031529612,5170,1626,31.5,726,0.140425532,1755,0.339458414,2179,0.421470019,2560,0.49516441,2704,0.523017408,2347,1120,0.477204942,1227
440202,75.8,3712,43,40.7,59.3,97.4,0,0.9,0,0.3,1,1.1,0.5,99.5,3397,1.9,2561,14.5,15.4,32.6,28.7,8.7,3016,12.2,469,0.155503979,3712,3643,0.981411638,69,0.018588362,1586,409,0.257881463,27563,1586,589,0,105,484,156,170,42,116,997,19,425,553,307,154,20,72,1037,0.653846154,3397,98.1,1.9,0,1784,1586,0.889013453,198,0.110986547,1586,589,0,34,0,34,997,0,7,10,17,51,0.032156368,3689,1007,27.3,503,0.136351315,1123,0.304418542,1278,0.346435348,1704,0.461913798,1825,0.494714015,1586,360,0.226986129,1226
440300,49.6,4584,50.5,44,56,96.1,0,0,0,0,0.7,0,3.2,96.8,4382,0,3709,7.9,24.7,39.6,15.6,12.2,4123,13.9,475,0.115207373,4584,4506,0.982984293,78,0.017015707,2019,498,0.246656761,49207,2019,1110,0,93,1017,418,234,123,242,909,0,385,524,312,121,16,75,1541,0.763249133,4382,100,0,0,2303,2019,0.876682588,284,0.123317412,2019,1110,10,0,0,10,909,0,0,0,0,10,0.004952947,4584,609,13.3,413,0.090095986,696,0.151832461,783,0.170811518,1405,0.306500873,1441,0.314354276,2019,318,0.157503715,1701
440600,59.9,1987,44.8,42.4,57.6,98.2,0,0,0,0.5,0,0.6,1.2,98.8,1884,0.5,1378,5.2,26.1,40.1,10.6,17.9,1666,24.6,237,0.142256903,1987,1937,0.974836437,50,0.025163563,783,257,0.328224777,46250,783,668,0,29,639,229,125,70,215,115,0,20,95,78,16,0,1,734,0.937420179,1884,99.5,0.5,0,852,783,0.919014085,69,0.080985915,783,668,0,0,0,0,115,0,0,0,0,0,0,1987,439,22.1,112,0.056366381,498,0.250629089,560,0.281831907,679,0.341721188,679,0.341721188,783,162,0.206896552,621
440700,64.7,1650,49.4,40.1,59.9,97.1,0,0.5,0,0,1.3,0,1.2,98.8,1529,0.3,1201,12.6,32.9,32.5,8.5,13.6,1323,25.7,254,0.191987906,1650,1570,0.951515152,80,0.048484848,649,144,0.221879815,37361,649,481,0,11,470,176,120,26,148,168,0,59,109,88,0,21,0,579,0.892141757,1529,99.7,0.3,100,690,649,0.94057971,41,0.05942029,649,481,0,0,0,0,168,0,0,0,0,0,0,1650,412,25,143,0.086666667,447,0.270909091,610,0.36969697,714,0.432727273,800,0.484848485,649,190,0.292758089,459
440800,55.8,1619,38.3,48.1,51.9,98.6,0,0,0,1.2,0.2,1.2,0,100,1511,0,1066,15.4,31.8,36.1,9.5,7.2,1264,28.5,443,0.350474684,1619,1593,0.983940704,26,0.016059296,705,269,0.381560284,21108,705,184,0,0,184,54,41,23,66,521,0,205,316,226,33,42,15,500,0.709219858,1511,100,0,0,868,705,0.812211982,163,0.187788018,705,184,0,0,0,0,521,0,4,0,4,4,0.005673759,1619,673,41.6,431,0.266213712,829,0.512044472,873,0.539221742,978,0.60407659,985,0.608400247,705,360,0.510638298,345
440900,79.4,2456,36,40.4,59.6,96.7,0.4,0,0,0,2.8,0,0.1,99.9,2334,0.2,1697,11.5,31.6,33.9,10.6,12.3,1865,23.8,251,0.13458445,2456,2425,0.98737785,31,0.01262215,939,363,0.38658147,38550,939,455,0,33,422,120,54,84,164,484,21,147,316,207,27,25,57,738,0.785942492,2334,99.8,0.2,16.1,1152,939,0.815104167,213,0.184895833,939,455,22,0,0,22,484,7,0,0,7,29,0.030883919,2454,514,20.9,221,0.09005705,998,0.406682967,1079,0.439690302,1255,0.511409943,1255,0.511409943,939,389,0.414270501,550
450300,72.5,3825,43.3,41.7,58.3,99.3,0,0,0,0.3,0.4,0,0,100,3615,1,2766,12,21.1,44.4,13,9.5,3181,26.6,483,0.151839044,3825,3713,0.970718954,112,0.029281046,1420,424,0.298591549,43594,1420,1003,0,17,986,288,255,90,353,417,0,251,166,113,53,0,0,1152,0.811267606,3615,99,1,,1607,1420,0.883634101,187,0.116365899,1420,1003,26,0,0,26,417,40,0,0,40,66,0.046478873,3805,735,19.3,503,0.132194481,1137,0.298817346,1411,0.370827858,1519,0.399211564,1547,0.406570302,1420,358,0.252112676,1062
460100,66.6,3751,30.8,49.1,50.9,77.4,0,0,0,1.1,4.9,19.9,3,97,3459,5.8,2153,17,33.4,31.1,12.3,6.2,2642,22.4,520,0.19682059,3751,3372,0.898960277,379,0.101039723,1201,318,0.264779351,33060,1201,526,0,0,526,116,170,97,143,675,6,402,267,215,6,37,9,793,0.660283097,3459,94.2,5.8,26.3,1707,1201,0.703573521,506,0.296426479,1201,526,0,0,0,0,675,58,26,17,101,101,0.084096586,3733,1049,28.1,647,0.173319046,1136,0.304312885,1913,0.512456469,2204,0.590409858,2241,0.600321457,1201,496,0.412989176,705
460200,46.4,2523,29,49.1,50.9,53.8,0,0,0,8.1,0,42.6,4.1,95.9,2240,14.5,1513,31.6,32.3,26.8,6.7,2.7,1891,21.9,649,0.343204654,2523,2161,0.856520016,362,0.143479984,823,310,0.376670717,27754,823,236,9,42,185,53,41,45,46,587,29,301,257,157,68,3,29,442,0.537059538,2240,85.5,14.5,37.4,1145,823,0.718777293,322,0.281222707,823,236,0,0,0,0,587,11,0,0,11,11,0.013365735,2497,1058,42.4,663,0.265518622,1195,0.478574289,1518,0.607929515,1627,0.651581898,1683,0.674008811,823,370,0.449574727,453
460301,53.7,2595,37,48,52,67.4,0,0,0.2,8.3,1.3,32,1.3,98.7,2423,14.2,1675,28.5,31.6,26.7,7.3,5.9,2032,18.1,327,0.160925197,2595,2156,0.830828516,439,0.169171484,928,329,0.354525862,33250,928,528,0,73,455,143,161,80,71,400,16,206,178,134,16,28,0,633,0.682112069,2423,85.8,14.2,40.2,1346,928,0.689450223,418,0.310549777,928,528,9,0,0,9,400,37,0,0,37,46,0.049568966,2595,734,28.3,357,0.137572254,892,0.343737958,1001,0.385741811,1140,0.439306358,1408,0.542581888,928,211,0.22737069,717
460302,75.8,3619,26.6,46.6,53.4,92.8,0,2.1,0,0.7,1.8,4.2,0.9,99.1,3298,14.4,2035,29.7,22,35.3,12.9,0.1,2639,36.3,743,0.28154604,3619,3036,0.838905775,583,0.161094225,1165,276,0.236909871,21322,1165,366,0,17,349,72,50,101,126,799,0,434,365,240,108,0,17,714,0.612875536,3298,85.6,14.4,20,1635,1165,0.712538226,470,0.287461774,1165,366,0,0,0,0,799,82,20,13,115,115,0.098712446,3619,1507,41.6,822,0.227134568,2145,0.592705167,2382,0.658192871,2491,0.688311688,2699,0.745786129,1165,541,0.464377682,624
460400,66.2,3072,45.8,42.4,57.6,96.8,0,0,0,0,0.7,0.7,2.2,97.8,2913,1.1,2188,10.4,29.1,38.1,14.7,7.7,2553,16.5,330,0.129259694,3072,3031,0.986653646,41,0.013346354,1223,399,0.326246934,41734,1223,561,0,10,551,170,107,93,181,662,10,213,439,332,44,26,37,990,0.809484873,2913,98.9,1.1,72.7,1634,1223,0.748470012,411,0.251529988,1223,561,0,0,0,0,662,0,0,10,10,10,0.008176615,3062,589,19.2,244,0.079686479,839,0.274003919,908,0.29653821,1126,0.367733508,1248,0.407576747,1223,327,0.267375307,896
460500,63.7,4768,47.6,37.9,62.1,94.9,0,0,0,0,2.5,0.8,2.6,97.4,4567,1.4,3418,9.7,21.6,44.2,13.9,10.6,4055,15.6,363,0.089519112,4768,4661,0.977558725,107,0.022441275,2152,597,0.277416357,37063,2152,1160,0,13,1147,417,290,75,365,992,0,412,580,409,53,67,51,1727,0.802509294,4567,98.6,1.4,,2665,2152,0.80750469,513,0.19249531,2152,1160,0,0,0,0,992,0,0,0,0,0,0,4749,776,16.3,284,0.059802064,1304,0.274584123,1498,0.315434828,1957,0.412086755,1965,0.41377132,2152,589,0.273698885,1563
460600,45.8,948,40.6,46,54,71.3,0,0,0,1.9,0,16.1,13.5,86.5,911,11.3,651,20.6,30.9,37.3,9.1,2.2,802,17.3,156,0.194513716,948,812,0.856540084,136,0.143459916,332,95,0.286144578,31442,332,126,0,8,118,21,24,26,47,206,0,142,64,43,7,10,4,182,0.548192771,911,88.7,11.3,47.8,455,332,0.72967033,123,0.27032967,332,126,0,0,0,0,206,0,0,0,0,0,0,948,228,24.1,144,0.151898734,375,0.39556962,514,0.542194093,581,0.612869198,589,0.621308017,332,104,0.313253012,228
460700,101.7,2572,23.3,46.5,53.5,55.3,0,1.3,0,7.5,3.5,40.9,1.9,98.1,2182,20.5,1202,35.5,29.3,24.9,5.8,4.5,1525,30.4,497,0.325901639,2572,2048,0.796267496,524,0.203732504,809,378,0.467243511,20442,809,93,0,19,74,10,28,36,0,716,19,293,404,305,59,18,22,478,0.590852905,2182,79.5,20.5,49.3,1298,809,0.623266564,489,0.376733436,809,93,10,0,0,10,716,59,0,0,59,69,0.085290482,2552,1374,53.8,709,0.277821317,1529,0.599137931,1774,0.695141066,1866,0.731191223,1912,0.749216301,809,528,0.652657602,281
461000,116.7,1814,38.1,49,51,49.9,0.9,0,0,8.3,0.9,47,6.5,93.5,1595,18.2,1132,39.8,24.6,27.4,7.7,0.5,1389,21.8,383,0.275737941,1814,1598,0.88092613,216,0.11907387,852,94,0.110328638,12818,852,101,0,11,90,51,20,0,19,751,5,371,375,260,67,43,5,465,0.545774648,1595,81.8,18.2,46.9,1021,852,0.834476004,169,0.165523996,852,101,14,0,0,14,751,0,0,0,0,14,0.016431925,1787,855,47.8,445,0.249020705,1153,0.645215445,1257,0.703413542,1510,0.844991606,1521,0.851147174,852,409,0.480046948,443
470100,73.2,2601,38.4,52.8,47.2,100,0,0,0,0,0,0,0,100,2470,0.6,1680,21.3,32.3,38,2.6,5.9,2074,21.5,403,0.194310511,2601,2533,0.973856209,68,0.026143791,887,203,0.22886133,23274,887,405,0,22,383,130,44,71,138,482,7,161,314,209,55,50,0,697,0.785794814,2470,99.4,0.6,,1276,887,0.695141066,389,0.304858934,887,405,15,13,0,28,482,24,0,0,24,52,0.058624577,2601,929,35.7,406,0.15609381,1069,0.410995771,1178,0.45290273,1502,0.577470204,1534,0.589773164,887,371,0.418263811,516
480100,78.8,2095,50.5,45.1,54.9,96.8,0.5,0,0,0.2,0,0,2.6,97.4,2004,0,1692,11.9,16.8,42.4,15.6,13.2,1832,15.2,47,0.025655022,2095,2072,0.98902148,23,0.01097852,870,245,0.281609195,60313,870,726,0,12,714,177,94,87,356,144,13,78,53,20,3,0,30,767,0.881609195,2004,100,0,0,941,870,0.924548353,71,0.075451647,870,726,0,0,0,0,144,0,0,0,0,0,0,2095,84,4,47,0.022434368,165,0.07875895,313,0.149403341,383,0.182816229,439,0.209546539,870,119,0.136781609,751
480200,60,1208,49.6,39.8,60.2,98.4,0,0,0,0,1.6,0,0,100,1162,0,927,8.8,19.2,46.6,18.2,7.1,1029,25,177,0.172011662,1208,1203,0.995860927,5,0.004139073,544,147,0.270220588,34271,544,243,0,5,238,36,34,22,146,301,21,85,195,98,37,20,40,433,0.795955882,1162,100,0,,634,544,0.858044164,90,0.141955836,544,243,10,0,0,10,301,0,11,0,11,21,0.038602941,1203,284,23.6,158,0.131338321,330,0.274314214,413,0.343308396,506,0.420615129,512,0.42560266,544,160,0.294117647,384
480300,67.9,1202,46.9,37.6,62.4,95.1,0,0.4,0,1.3,1,6.6,0.8,99.2,1185,0.9,926,8.6,23.2,36.8,17.2,14.1,1032,25.3,188,0.182170543,1202,1186,0.986688852,16,0.013311148,533,145,0.272045028,53352,533,346,3,61,282,41,73,31,137,187,5,69,113,57,15,27,14,395,0.74108818,1185,99.1,0.9,15.1,653,533,0.816232772,120,0.183767228,533,346,0,0,0,0,187,0,0,0,0,0,0,1201,281,23.4,159,0.132389675,321,0.267277269,339,0.282264779,410,0.341382182,435,0.362198168,533,107,0.200750469,426
480400,69.3,6301,47.9,42.3,57.7,95.6,0,0,0,0.4,1.6,1.1,2.3,97.7,6057,0.2,4743,12.5,25.6,34.1,15,12.8,5307,14.7,438,0.082532504,6301,6223,0.987621013,78,0.012378987,2361,764,0.323591698,50774,2361,2022,0,114,1908,516,325,164,903,339,0,173,166,142,11,0,13,2074,0.878441338,6057,99.8,0.2,41.9,2516,2361,0.938394277,155,0.061605723,2361,2022,71,0,0,71,339,53,0,10,63,134,0.056755612,6301,618,9.8,98,0.015553087,979,0.155372163,1290,0.204729408,2153,0.341691795,2173,0.344865894,2361,611,0.258788649,1750
480500,67.7,2926,39.6,46.4,53.6,86.7,0,0,0,2.8,0,10,3.3,96.7,2833,5.3,2065,11.4,29,34.9,13.9,10.8,2357,16,198,0.084005091,2926,2557,0.873889269,369,0.126110731,1061,337,0.317624882,48375,1061,839,0,40,799,213,69,162,355,222,0,138,84,54,8,22,0,883,0.832233742,2833,94.7,5.3,33.2,1246,1061,0.85152488,185,0.14847512,1061,839,0,0,0,0,222,0,0,0,0,0,0,2926,430,14.7,268,0.091592618,553,0.188995215,704,0.240601504,914,0.312371839,1076,0.367737526,1061,262,0.246936852,799
490300,72.7,2233,44.4,44.6,55.4,93,0,0,0,0.2,5.6,2.2,0.9,99.1,2124,5.5,1514,8.5,15.8,44.8,17.4,13.5,1789,14.4,171,0.095584125,2233,2068,0.926108374,165,0.073891626,837,208,0.248506571,48063,837,593,0,52,541,176,142,59,164,244,0,136,108,76,12,7,13,649,0.775388292,2124,94.5,5.5,23.7,969,837,0.86377709,132,0.13622291,837,593,6,0,0,6,244,13,0,0,13,19,0.022700119,2233,400,17.9,129,0.057769816,482,0.215853112,711,0.318405732,799,0.357814599,841,0.376623377,837,175,0.209080048,662
490400,79.3,929,46,48.2,51.8,97.5,0,2.5,0,0,0,0,0,100,898,0,630,5.9,21.3,50.2,11.3,11.4,755,15.3,34,0.045033113,929,899,0.967707212,30,0.032292788,340,73,0.214705882,56447,340,283,0,46,237,20,104,67,46,57,0,6,51,10,30,0,11,288,0.847058824,898,100,0,0,437,340,0.778032037,97,0.221967963,340,283,0,0,0,0,57,0,0,0,0,0,0,929,34,3.7,9,0.009687836,63,0.067814855,63,0.067814855,125,0.134553283,125,0.134553283,340,93,0.273529412,247
490500,51.8,2266,38,43.4,56.6,92.1,0,2,0,0,1.5,3.6,3.8,96.2,2167,0.9,1404,10,13.7,42.2,17.7,16.5,1903,16.5,133,0.069889648,2266,2169,0.957193292,97,0.042806708,773,200,0.258732212,50846,773,501,0,57,444,133,123,18,170,272,0,106,166,97,40,15,14,610,0.789133247,2167,99.1,0.9,16.7,841,773,0.919143876,68,0.080856124,773,501,0,0,0,0,272,0,0,0,0,0,0,2010,204,10.1,116,0.057711443,302,0.150248756,430,0.213930348,694,0.345273632,845,0.42039801,773,215,0.278137128,558
490600,51.8,1433,43.3,46.7,53.3,99.2,0,0,0,0,0,0.1,0.8,99.2,1389,3.5,1011,14.1,30.8,28.6,13.6,13,1214,30,125,0.102965404,1433,1397,0.974877879,36,0.025122121,522,167,0.319923372,50917,522,450,5,5,440,145,71,93,131,72,0,21,51,47,0,0,4,491,0.940613027,1389,96.5,3.5,94.7,629,522,0.829888712,107,0.170111288,522,450,0,0,0,0,72,0,0,0,0,0,0,1433,166,11.6,109,0.076064201,217,0.151430565,331,0.23098395,408,0.284717376,430,0.300069784,522,141,0.270114943,381
490700,62.1,2694,40.9,45.4,54.6,98.1,0,0.4,0,0,0.4,0,1.1,98.9,2645,0.5,1824,20.1,27.1,36.2,10.9,5.7,2267,31.2,427,0.188354654,2694,2578,0.956941351,116,0.043058649,891,288,0.323232323,35504,891,623,0,59,564,89,116,79,280,268,0,97,171,117,0,31,23,735,0.824915825,2645,99.5,0.5,100,1082,891,0.823475046,191,0.176524954,891,623,28,0,0,28,268,6,0,0,6,34,0.038159371,2694,765,28.4,247,0.091685226,1020,0.378619154,1126,0.41796585,1290,0.478841871,1342,0.498144024,891,339,0.38047138,552
490800,78,3883,40.6,38.8,61.2,96.6,0,0,0,0.6,1.6,0.7,0.5,99.5,3757,1,2650,14.8,19.7,44.3,14.3,6.9,3188,21.7,412,0.12923463,3883,3802,0.97913984,81,0.02086016,1444,637,0.441135734,41848,1444,990,0,47,943,259,208,91,385,454,0,178,276,109,95,22,50,1219,0.844182825,3757,99,1,33.3,1634,1444,0.88372093,190,0.11627907,1444,990,0,0,0,0,454,0,23,0,23,23,0.015927978,3854,950,24.6,500,0.12973534,959,0.248832382,1140,0.295796575,1385,0.359366892,1433,0.371821484,1444,333,0.230609418,1111
490901,64.1,4423,34.7,45.6,54.4,95.1,0,0.3,0,0,1,0.2,3.4,96.6,3990,1.2,2879,19.2,27.9,34,14.4,4.4,3414,24.9,689,0.201816052,4423,4385,0.991408546,38,0.008591454,1458,518,0.355281207,38188,1458,351,0,23,328,52,32,53,191,1107,0,607,500,268,149,22,61,828,0.567901235,3990,98.8,1.2,100,1770,1458,0.823728814,312,0.176271186,1458,351,0,0,0,0,1107,111,18,0,129,129,0.088477366,4423,1139,25.8,659,0.148993896,1242,0.280804884,1981,0.44788605,2216,0.501017409,2278,0.515035044,1458,595,0.408093278,863
490902,77,5146,41.2,44.9,55.1,98,0,0.5,0,0,0.6,0.1,0.7,99.3,4903,1.2,3505,14.6,24.9,35.8,17.5,7.2,4109,19.3,518,0.126064736,5146,4982,0.968130587,164,0.031869413,1929,562,0.291342665,41119,1929,1211,0,156,1055,198,187,163,507,718,19,328,371,259,31,14,67,1426,0.739243131,4903,98.8,1.2,11.8,2195,1929,0.87881549,266,0.12118451,1929,1211,0,0,0,0,718,47,0,0,47,47,0.024364956,5146,928,18,572,0.111154295,1164,0.226195103,1506,0.292654489,1966,0.382044306,2440,0.474154683,1929,434,0.22498704,1495
491000,93.9,4785,28.6,47.3,52.7,99.1,0.1,0,0,0,0.1,0,0.6,99.4,4460,0.1,2600,25,31.6,33.7,4.1,5.6,3401,43.4,983,0.289032637,4785,4784,0.999791014,1,0.000208986,1220,645,0.528688525,23934,1220,597,0,27,570,126,73,84,287,623,0,256,367,251,55,22,39,937,0.768032787,4460,99.9,0.1,100,1810,1220,0.674033149,590,0.325966851,1220,597,20,0,0,20,623,0,7,0,7,27,0.022131148,4748,2149,45.3,1547,0.325821398,2632,0.554338669,3068,0.646166807,3475,0.73188711,3681,0.775273799,1220,711,0.582786885,509
491100,88.9,4667,44.2,47.9,52.1,96.1,0,0,0,1.9,0,1.9,1.8,98.2,4449,0.5,3468,12.4,26.7,35.7,16.2,9,3803,17.3,414,0.108861425,4667,4641,0.994428969,26,0.005571031,1459,410,0.281014393,45190,1459,1147,0,115,1032,182,131,130,589,312,0,212,100,81,7,7,5,1132,0.775873886,4449,99.5,0.5,18.5,1603,1459,0.910168434,144,0.089831566,1459,1147,11,0,0,11,312,24,0,0,24,35,0.023989034,4408,870,19.7,205,0.046506352,1064,0.24137931,1209,0.274274047,1398,0.317150635,1476,0.334845735,1459,263,0.180260452,1196
491200,60.3,2293,41.5,46.8,53.2,96.4,0,1.4,0,1.7,0,0.8,0.4,99.6,2160,1.4,1570,13.2,37.1,34.1,9.8,5.7,1853,32.1,387,0.208850513,2293,2220,0.968163977,73,0.031836023,727,263,0.36176066,38683,727,471,0,18,453,90,37,84,242,256,0,112,144,106,8,27,3,597,0.821182944,2160,98.6,1.4,35.1,841,727,0.864447087,114,0.135552913,727,471,4,8,0,12,256,0,0,0,0,12,0.01650619,2286,646,28.3,258,0.112860892,745,0.325896763,930,0.406824147,1165,0.509623797,1165,0.509623797,727,302,0.415405777,425
491300,63.3,2228,37.1,42.3,57.7,94.5,0,0,0,0,2.2,3.1,1.3,98.7,2079,1,1351,23.8,30.1,37.7,2.8,5.6,1756,40.3,664,0.378132118,2228,2208,0.991023339,20,0.008976661,639,336,0.525821596,22054,639,344,0,25,319,31,57,28,203,295,0,113,182,106,41,10,25,501,0.784037559,2079,99,1,24,1008,639,0.633928571,369,0.366071429,639,344,0,0,0,0,295,33,0,0,33,33,0.051643192,2213,1232,55.7,834,0.376863986,1307,0.590600994,1392,0.629010393,1460,0.659737912,1589,0.718029824,639,349,0.546165884,290
491400,52.9,2462,35.9,38.9,61.1,96.9,0,0,0,0,0.9,1.9,2.1,97.9,2182,0,1770,16,38.1,33.7,6.7,5.4,1941,27.2,554,0.285419887,2462,2427,0.985783916,35,0.014216084,1038,310,0.298651252,25904,1038,272,0,0,272,81,19,0,172,766,0,362,404,299,38,4,63,676,0.651252408,2182,100,0,0,1471,1038,0.70564242,433,0.29435758,1038,272,0,4,0,4,766,0,0,0,0,4,0.003853565,2436,1011,41.5,512,0.210180624,1147,0.470853859,1206,0.495073892,1705,0.699917898,1719,0.705665025,1038,552,0.531791908,486
500100,66,3084,42.8,43.3,56.7,98.2,0,0.5,0,0,0.3,0.6,0.9,99.1,2958,0.9,2323,11.2,25.5,44.8,13.2,5.3,2539,14.1,305,0.120126034,3084,3077,0.99773022,7,0.00226978,1419,479,0.337561663,41425,1419,714,0,66,648,140,67,95,346,705,0,230,475,251,49,74,101,1123,0.791402396,2958,99.1,0.9,100,1542,1419,0.920233463,123,0.079766537,1419,714,0,0,0,0,705,11,0,0,11,11,0.007751938,3084,710,23,361,0.117055772,843,0.273346304,967,0.313553826,1090,0.353437095,1124,0.364461738,1419,332,0.233967583,1087
500200,57,1995,32,39.6,60.4,96.4,0,0.9,0,0.5,0.7,0.9,1.1,98.9,1811,3.4,1246,8.3,29.1,40.2,16.5,5.9,1493,31.1,333,0.223040857,1995,1978,0.991478697,17,0.008521303,754,330,0.437665782,30341,754,268,0,37,231,69,57,21,84,486,19,144,323,218,48,42,15,554,0.734748011,1811,96.6,3.4,94.2,948,754,0.79535865,194,0.20464135,754,268,0,0,0,0,486,26,6,13,45,45,0.059681698,1963,607,30.9,260,0.132450331,739,0.376464595,766,0.390219052,896,0.456444218,956,0.487009679,754,408,0.541114058,346
500300,46,1422,41,45.1,54.9,33.7,0,0,0,7.5,3.5,36.4,29.2,70.8,1327,16.3,1087,20.5,25.1,27.2,16,11.1,1206,14.1,130,0.107794362,1422,1212,0.852320675,210,0.147679325,721,147,0.203883495,33836,721,294,4,29,261,75,75,78,33,427,0,170,257,155,91,11,0,518,0.718446602,1327,83.7,16.3,62.5,960,721,0.751041667,239,0.248958333,721,294,6,0,0,6,427,0,0,0,0,6,0.008321775,1422,235,16.5,136,0.095639944,370,0.260196906,429,0.301687764,580,0.407876231,607,0.426863572,721,147,0.203883495,574
510100,61.9,3165,33.1,48,52,15.2,0.3,0,0,19.4,2.8,82.4,7.3,92.7,2950,29.4,2070,34.9,30,30.9,2.6,1.7,2360,15.6,350,0.148305085,3165,2236,0.706477093,929,0.293522907,975,203,0.208205128,35262,975,595,0,14,581,78,183,198,122,380,7,232,141,91,16,18,16,722,0.740512821,2950,70.6,29.4,43.2,1203,975,0.810473815,228,0.189526185,975,595,0,0,0,0,380,49,0,0,49,49,0.05025641,3165,595,18.8,181,0.057187994,1158,0.365876777,1402,0.442969984,1671,0.527962085,1787,0.564612954,975,236,0.242051282,739
510200,50.1,2627,46.7,44.7,55.3,72.9,0,0.3,0,5,0.5,20.5,5.8,94.2,2530,5.8,1873,17.5,33.7,33.8,6.7,8.3,2301,23.1,410,0.178183399,2627,2324,0.884659307,303,0.115340693,1067,344,0.32239925,42253,1067,786,0,40,746,197,169,162,218,281,0,145,136,55,61,20,0,882,0.826616682,2530,94.2,5.8,27.9,1153,1067,0.925411969,86,0.074588031,1067,786,8,0,0,8,281,0,0,0,0,8,0.007497657,2600,538,20.7,271,0.104230769,617,0.237307692,703,0.270384615,816,0.313846154,919,0.353461538,1067,182,0.170571696,885
